Sample,Seq Id,Position,Reads (Cov),Reads (Cov),Score,Skew,Freq,Annotation,Gene,Product
breseq_58,NZ_CP012004,"""1389363=""",3 (0.010),259 (1.010),99/248,NT,68.7%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",233 (1.210),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_58,NZ_CP012004,"""=1389371""",3 (0.010),152 (0.600),60/246,NT,59.6%,intergenic(88/496),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""131502=""",203 (1.060),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_58,NZ_CP012004,"""1591230=""",325 (1.010),24 (0.090),20/212,NT,7.7%,intergenic(+321/178),ACX60_RS07370/ACX60_RS07375,hypothetical protein/phage integrase
,NZ_CP012004,"""=1642099""",298 (1.090),,,,,coding(6/1137nt),ACX60_RS07715,MFS transporter
breseq_58,NZ_CP012004,"""2597132=""",385 (1.200),47 (0.180),29/206,NT,12.7%,intergenic(+65/222),ACX60_RS12340/ACX60_RS12345,alaninetRNA ligase/alpha/beta hydrolase
,NZ_CP012004,"""=2639957""",326 (1.230),,,,,intergenic(+208/2),ACX60_RS12640/ACX60_RS12645,hypothetical protein/aspartate kinase
breseq_58,NZ_CP012004,"""2846783=""",0 (0.000),305 (0.980),110/242,NT,100%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_58,NZ_CP012004,"""=2846790""",0 (0.000),337 (1.070),104/244,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_58,NZ_CP012004,"""3078914=""",231 (0.720),55 (0.170),34/248,NT,19.2%,coding(673/678nt),ACX60_RS14610,NADHquinone oxidoreductase subunit B
,NZ_CP012004,"""3612187=""",NA (NA),,,,,intergenic(2/56),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_58,NZ_CP012004,"""=3078919""",247 (0.770),25 (0.080),22/246,NT,9.3%,coding(668/678nt),ACX60_RS14610,NADHquinone oxidoreductase subunit B
,NZ_CP012004,"""=3613286""",NA (NA),,,,,coding(429/453nt),ACX60_RS17045,endonuclease
breseq_58,NZ_CP012004,"""=3150084""",59 (0.180),11 (0.040),10/214,NT,20.6%,pseudogene(28/921nt),ACX60_RS14915,hypothetical protein
,NZ_CP012004,"""3150238=""",34 (0.120),,,,,pseudogene(171/225nt),ACX60_RS19275,hypothetical protein
breseq_58,NZ_CP012004,"""=3394322""",297 (0.930),18 (0.060),16/248,NT,5.7%,coding(1251/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012004,"""=3613287""",NA (NA),,,,,coding(428/453nt),ACX60_RS17045,endonuclease
breseq_59,NC_009083,"""11236=""",219 (0.050),2465 (0.620),169/216,NT,81.0%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",965 (0.220),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_59,NC_009083,"""=11251""",213 (0.050),1649 (0.410),160/216,NT,74.1%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",965 (0.220),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_59,NZ_CP012004,"""1389363=""",2 (0.010),322 (0.940),111/248,NT,61.5%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",402 (1.180),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_59,NZ_CP012004,"""=1389371""",9 (0.030),159 (0.470),64/246,NT,54.3%,intergenic(88/496),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""131502=""",259 (0.770),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_59,NZ_CP012004,"""1591230=""",396 (1.150),59 (0.200),41/212,NT,14.1%,intergenic(+321/178),ACX60_RS07370/ACX60_RS07375,hypothetical protein/phage integrase
,NZ_CP012004,"""=1642099""",382 (1.300),,,,,coding(6/1137nt),ACX60_RS07715,MFS transporter
breseq_59,NZ_CP012004,"""2597132=""",494 (1.430),123 (0.430),63/206,NT,23.9%,intergenic(+65/222),ACX60_RS12340/ACX60_RS12345,alaninetRNA ligase/alpha/beta hydrolase
,NZ_CP012004,"""=2639957""",371 (1.300),,,,,intergenic(+208/2),ACX60_RS12640/ACX60_RS12645,hypothetical protein/aspartate kinase
breseq_59,NZ_CP012004,"""2846783=""",1 (0.000),354 (1.050),115/242,NT,99.7%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_59,NZ_CP012004,"""=2846790""",0 (0.000),340 (1.000),109/244,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_59,NZ_CP012004,"""=3150084""",49 (0.140),12 (0.040),11/214,NT,26.6%,pseudogene(28/921nt),ACX60_RS14915,hypothetical protein
,NZ_CP012004,"""3150238=""",24 (0.080),,,,,pseudogene(171/225nt),ACX60_RS19275,hypothetical protein
breseq_59,NZ_CP012004,"""3394813=""",15 (0.040),345 (1.010),111/248,NT,69.3%,coding(1742/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""=97084""",290 (0.850),,,,,intergenic(+18/12),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_59,NZ_CP012004,"""=3394821""",23 (0.070),416 (1.210),117/248,NT,73.2%,coding(1750/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""95905=""",282 (0.830),,,,,intergenic(22/71),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
breseq_60,NC_009083,"""11236=""",107 (0.030),2547 (0.720),169/218,NT,88.8%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",550 (0.140),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_60,NC_009083,"""=11251""",112 (0.030),1543 (0.440),168/218,NT,82.7%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",550 (0.140),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_60,NZ_CP012004,"""=1389345""",0 (0.000),380 (1.380),103/250,NT,82.1%,intergenic(62/522),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=97084""",166 (0.730),,,,,intergenic(+18/12),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_60,NZ_CP012004,"""1389363=""",0 (0.000),320 (1.160),106/250,NT,68.7%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",291 (1.280),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_60,NZ_CP012004,"""1591230=""",427 (1.320),21 (0.080),19/214,NT,5.2%,intergenic(+321/178),ACX60_RS07370/ACX60_RS07375,hypothetical protein/phage integrase
,NZ_CP012004,"""=1642099""",394 (1.420),,,,,coding(6/1137nt),ACX60_RS07715,MFS transporter
breseq_60,NZ_CP012004,"""2597132=""",456 (1.410),29 (0.110),23/208,NT,7.9%,intergenic(+65/222),ACX60_RS12340/ACX60_RS12345,alaninetRNA ligase/alpha/beta hydrolase
,NZ_CP012004,"""=2639957""",294 (1.090),,,,,intergenic(+208/2),ACX60_RS12640/ACX60_RS12645,hypothetical protein/aspartate kinase
breseq_60,NZ_CP012004,"""2846783=""",0 (0.000),314 (0.990),115/244,NT,100%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_60,NZ_CP012004,"""=2846790""",0 (0.000),336 (1.050),104/246,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_60,NZ_CP012004,"""=3150084""",52 (0.160),12 (0.040),12/216,NT,25.0%,pseudogene(28/921nt),ACX60_RS14915,hypothetical protein
,NZ_CP012004,"""3150238=""",27 (0.100),,,,,pseudogene(171/225nt),ACX60_RS19275,hypothetical protein
breseq_60,NZ_CP012004,"""3393376=""",235 (0.720),22 (0.080),20/244,NT,10.2%,coding(305/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""95905=""",156 (0.700),,,,,intergenic(22/71),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
breseq_60,NZ_CP012004,"""=3393384""",220 (0.680),12 (0.040),11/250,NT,5.9%,coding(313/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""=97084""",166 (0.730),,,,,intergenic(+18/12),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_60,NZ_CP012004,"""3394859=""",123 (0.380),272 (1.000),93/246,NT,64.9%,coding(1788/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""95907=""",173 (0.770),,,,,intergenic(24/69),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
breseq_60,NZ_CP012004,"""=3394871""",118 (0.360),186 (0.690),80/246,NT,57.0%,coding(1800/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""=97082""",165 (0.740),,,,,intergenic(+16/14),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_60,NZ_CP012005,"""95904=""",171 (0.750),149 (0.890)+33 bp,67/184,NT,50.5%,intergenic(21/72),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
,NZ_CP012005,"""131501=""",227 (1.000),,,,,coding(134/192nt),ACX60_RS18925,hypothetical protein
breseq_61,NC_009083,"""11236=""",133 (0.030),2421 (0.620),169/216,NT,89.5%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",450 (0.110),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_61,NC_009083,"""=11251""",135 (0.030),1699 (0.430),166/216,NT,85.7%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",450 (0.110),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_61,NZ_CP012004,"""1389363=""",1 (0.000),349 (0.990),116/248,NT,62.2%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",424 (1.230),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_61,NZ_CP012004,"""=1389371""",10 (0.030),167 (0.480),69/246,NT,51.5%,intergenic(88/496),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""131502=""",305 (0.890),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_61,NZ_CP012004,"""1591230=""",391 (1.080),67 (0.220),41/212,NT,14.5%,intergenic(+321/178),ACX60_RS07370/ACX60_RS07375,hypothetical protein/phage integrase
,NZ_CP012004,"""=1642099""",458 (1.480),,,,,coding(6/1137nt),ACX60_RS07715,MFS transporter
breseq_61,NZ_CP012004,"""2597132=""",462 (1.270),123 (0.410),57/206,NT,24.2%,intergenic(+65/222),ACX60_RS12340/ACX60_RS12345,alaninetRNA ligase/alpha/beta hydrolase
,NZ_CP012004,"""=2639957""",386 (1.280),,,,,intergenic(+208/2),ACX60_RS12640/ACX60_RS12645,hypothetical protein/aspartate kinase
breseq_61,NZ_CP012004,"""2846783=""",2 (0.010),362 (1.020),119/242,NT,99.5%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_61,NZ_CP012004,"""=2846790""",0 (0.000),387 (1.080),118/244,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_61,NZ_CP012004,"""=3150084""",37 (0.100),11 (0.040),10/214,NT,27.5%,pseudogene(28/921nt),ACX60_RS14915,hypothetical protein
,NZ_CP012004,"""3150238=""",26 (0.080),,,,,pseudogene(171/225nt),ACX60_RS19275,hypothetical protein
breseq_61,NZ_CP012004,"""3394318=""",0 (0.000),422 (1.160),122/248,NT,100%,coding(1247/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012004,"""3612187=""",NA (NA),,,,,intergenic(2/56),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_61,NZ_CP012004,"""=3394322""",0 (0.000),392 (1.080),124/248,NT,100%,coding(1251/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012004,"""=3613287""",NA (NA),,,,,coding(428/453nt),ACX60_RS17045,endonuclease
breseq_62,NC_009083,"""11236=""",268 (0.090),1550 (0.540),152/218,NT,70.1%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",1087 (0.330),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_62,NC_009083,"""=11251""",268 (0.090),993 (0.340),142/218,NT,60.1%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",1087 (0.330),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_62,NZ_CP012004,"""=20600""",NA (NA),6 (0.020),6/234,NT,NA,noncoding(164/2918nt),ACX60_RS00090,23S ribosomal RNA
,NZ_CP012004,"""=20611""",NA (NA),,,,,noncoding(175/2918nt),ACX60_RS00090,23S ribosomal RNA
breseq_62,NZ_CP012004,"""1389363=""",2 (0.010),266 (1.020),107/250,NT,68.1%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",247 (1.080),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_62,NZ_CP012004,"""=1389371""",8 (0.030),141 (0.550),65/248,NT,55.3%,intergenic(88/496),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""131502=""",220 (0.970),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_62,NZ_CP012004,"""1591230=""",355 (1.220),35 (0.140),27/214,NT,10.4%,intergenic(+321/178),ACX60_RS07370/ACX60_RS07375,hypothetical protein/phage integrase
,NZ_CP012004,"""=1642099""",298 (1.200),,,,,coding(6/1137nt),ACX60_RS07715,MFS transporter
breseq_62,NZ_CP012004,"""2597132=""",325 (1.120),43 (0.180),28/208,NT,12.1%,intergenic(+65/222),ACX60_RS12340/ACX60_RS12345,alaninetRNA ligase/alpha/beta hydrolase
,NZ_CP012004,"""=2639957""",356 (1.470),,,,,intergenic(+208/2),ACX60_RS12640/ACX60_RS12645,hypothetical protein/aspartate kinase
breseq_62,NZ_CP012004,"""2846783=""",2 (0.010),285 (1.000),107/244,NT,99.3%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_62,NZ_CP012004,"""=2846790""",0 (0.000),320 (1.120),96/246,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_62,NZ_CP012004,"""=3150084""",38 (0.130),16 (0.060),14/216,NT,36.9%,pseudogene(28/921nt),ACX60_RS14915,hypothetical protein
,NZ_CP012004,"""3150238=""",22 (0.090),,,,,pseudogene(171/225nt),ACX60_RS19275,hypothetical protein
breseq_63,NC_009083,"""11236=""",149 (0.030),3529 (0.770),182/218,NT,90.7%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",591 (0.120),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_63,NC_009083,"""=11251""",153 (0.030),1968 (0.430),167/218,NT,84.5%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",591 (0.120),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_63,NZ_CP012004,"""=1389345""",0 (0.000),339 (1.420),102/250,NT,78.4%,intergenic(62/522),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=97084""",187 (0.940),,,,,intergenic(+18/12),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_63,NZ_CP012004,"""1389363=""",0 (0.000),257 (1.080),100/250,NT,71.3%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",207 (1.040),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_63,NZ_CP012004,"""2846783=""",0 (0.000),280 (1.040),115/244,NT,100%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_63,NZ_CP012004,"""=2846790""",0 (0.000),334 (1.230),109/246,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_63,NZ_CP012004,"""=3150084""",25 (0.090),11 (0.050),11/216,NT,31.2%,pseudogene(28/921nt),ACX60_RS14915,hypothetical protein
,NZ_CP012004,"""3150238=""",27 (0.110),,,,,pseudogene(171/225nt),ACX60_RS19275,hypothetical protein
breseq_63,NZ_CP012004,"""3393376=""",217 (0.790),21 (0.090),17/244,NT,10.7%,coding(305/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""95905=""",137 (0.700),,,,,intergenic(22/71),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
breseq_63,NZ_CP012004,"""3394859=""",67 (0.240),273 (1.170),107/246,NT,72.0%,coding(1788/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""95907=""",146 (0.740),,,,,intergenic(24/69),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
breseq_63,NZ_CP012004,"""=3394871""",63 (0.230),213 (0.910),88/246,NT,63.5%,coding(1800/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012005,"""=97082""",183 (0.930),,,,,intergenic(+16/14),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_63,NZ_CP012005,"""95904=""",144 (0.720),126 (0.860)+33 bp,62/184,NT,53.0%,intergenic(21/72),ACX60_RS18730/ACX60_RS19365,sulfonamideresistant dihydropteroate synthase Sul2/IS4 family transposase
,NZ_CP012005,"""131501=""",160 (0.800),,,,,coding(134/192nt),ACX60_RS18925,hypothetical protein
breseq_64,NC_009083,"""11236=""",109 (0.020),2294 (0.470),162/216,NT,89.8%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",424 (0.080),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_64,NC_009083,"""=11251""",106 (0.020),2145 (0.440),173/216,NT,89.3%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",424 (0.080),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_64,NZ_CP012004,"""=1389345""",11 (0.030),40 (0.110),29/248,NT,19.0%,intergenic(62/522),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=97084""",330 (0.900),,,,,intergenic(+18/12),ACX60_RS19365/ACX60_RS19370,IS4 family transposase/transcriptional regulator
breseq_64,NZ_CP012004,"""1389363=""",0 (0.000),337 (0.920),104/248,NT,58.1%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",487 (1.320),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_64,NZ_CP012004,"""=1389371""",5 (0.010),141 (0.390),55/246,NT,42.9%,intergenic(88/496),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""131502=""",370 (1.010),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_64,NZ_CP012004,"""1591230=""",308 (0.840),26 (0.080),18/212,NT,7.6%,intergenic(+321/178),ACX60_RS07370/ACX60_RS07375,hypothetical protein/phage integrase
,NZ_CP012004,"""=1642099""",373 (1.200),,,,,coding(6/1137nt),ACX60_RS07715,MFS transporter
breseq_64,NZ_CP012004,"""2597132=""",531 (1.460),56 (0.180),31/206,NT,11.2%,intergenic(+65/222),ACX60_RS12340/ACX60_RS12345,alaninetRNA ligase/alpha/beta hydrolase
,NZ_CP012004,"""=2639957""",444 (1.470),,,,,intergenic(+208/2),ACX60_RS12640/ACX60_RS12645,hypothetical protein/aspartate kinase
breseq_64,NZ_CP012004,"""2846783=""",0 (0.000),326 (0.920),116/242,NT,100%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_64,NZ_CP012004,"""=2846790""",0 (0.000),311 (0.870),107/244,NT,100%,intergenic(444/19),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""=3613285""",NA (NA),,,,,coding(430/453nt),ACX60_RS17045,endonuclease
breseq_64,NZ_CP012004,"""=3150084""",56 (0.150),15 (0.050),13/214,NT,24.9%,pseudogene(28/921nt),ACX60_RS14915,hypothetical protein
,NZ_CP012004,"""3150238=""",42 (0.130),,,,,pseudogene(171/225nt),ACX60_RS19275,hypothetical protein
breseq_64,NZ_CP012004,"""3394318=""",11 (0.030),465 (1.270),124/248,NT,97.7%,coding(1247/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012004,"""3612187=""",NA (NA),,,,,intergenic(2/56),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
breseq_64,NZ_CP012004,"""=3394322""",11 (0.030),419 (1.150),119/248,NT,97.4%,coding(1251/2295nt),ACX60_RS16050,phosphoenolpyruvateprotein phosphotransferase
,NZ_CP012004,"""=3613287""",NA (NA),,,,,coding(428/453nt),ACX60_RS17045,endonuclease
breseq_65,NC_009083,"""11236=""",75 (0.020),1558 (0.450),143/216,NT,89.0%,intergenic(513/+840),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""5259=""",318 (0.090),,,,,intergenic(+126/938),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_65,NC_009083,"""=11251""",73 (0.020),1598 (0.460),157/216,NT,89.3%,intergenic(528/+825),A1S_3469/A1S_3470,diaminopimelate decarboxylase/regulatory protein LysR
,NC_009084,"""=5242""",318 (0.090),,,,,intergenic(+109/955),A1S_3474/A1S_3475,hypothetical protein/hypothetical protein
breseq_65,NZ_CP012004,"""1389363=""",1 (0.000),408 (0.880),112/248,NT,58.0%,intergenic(80/504),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""=132540""",589 (1.220),,,,,intergenic(+52/2),ACX60_RS18930/ACX60_RS18935,DDE transposase/hypothetical protein
breseq_65,NZ_CP012004,"""=1389371""",7 (0.020),177 (0.390),72/246,NT,43.8%,intergenic(88/496),ACX60_RS06475/ACX60_RS06480,TetR family transcriptional regulator/protein CsuA/B
,NZ_CP012005,"""131502=""",447 (0.940),,,,,coding(135/192nt),ACX60_RS18925,hypothetical protein
breseq_65,NZ_CP012004,"""1591230=""",397 (0.890),45 (0.120),29/212,NT,9.9%,intergenic(+321/178),ACX60_RS07370/ACX60_RS07375,hypothetical protein/phage integrase
,NZ_CP012004,"""=1642099""",478 (1.260),,,,,coding(6/1137nt),ACX60_RS07715,MFS transporter
breseq_65,NZ_CP012004,"""2597132=""",514 (1.160),38 (0.100),29/206,NT,8.0%,intergenic(+65/222),ACX60_RS12340/ACX60_RS12345,alaninetRNA ligase/alpha/beta hydrolase
,NZ_CP012004,"""=2639957""",448 (1.210),,,,,intergenic(+208/2),ACX60_RS12640/ACX60_RS12645,hypothetical protein/aspartate kinase
breseq_65,NZ_CP012004,"""2846783=""",2 (0.000),402 (0.930),120/242,NT,99.5%,intergenic(437/26),ACX60_RS13510/ACX60_RS13515,anion permease/methionine synthase
,NZ_CP012004,"""3612188=""",NA (NA),,,,,intergenic(3/55),ACX60_RS19320/ACX60_RS17040,heteromeric transposase endonuclease subunit TnsA/IS701 family transposase
